State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details
Tripura,Unknown,2019,October,Wednesday,8:38,Fatal,4,Pedestrian,7,1,Rainy,State Highway,Damaged,Dark,Signals,91,32,Male,,Yes,Curve
Goa,Visakhapatnam,2018,February,Sunday,7:10,Serious,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Dawn,Signs,120,31,Female,Expired,Yes,Straight Road
Maharashtra,Unknown,2019,April,Friday,7:05,Minor,4,Truck,11,0,Foggy,Village Road,Under Construction,Dark,Signs,104,43,Male,Valid,Yes,Bridge
Uttar Pradesh,Unknown,2021,June,Saturday,19:01,Minor,5,Car,6,4,Clear,State Highway,Damaged,Daylight,Police Checkpost,113,29,Male,Expired,Yes,Bridge
Himachal Pradesh,Unknown,2020,October,Thursday,7:43,Serious,4,Car,3,2,Foggy,Village Road,Under Construction,Dark,Signs,102,45,Male,,No,Straight Road
Tripura,Unknown,2019,October,Friday,13:31,Serious,4,Two-Wheeler,1,2,Rainy,Village Road,Wet,Daylight,Signs,110,18,Female,,No,Bridge
Madhya Pradesh,Surat,2023,May,Tuesday,11:17,Fatal,4,Cycle,0,2,Hazy,State Highway,Under Construction,Dusk,,109,65,Male,Expired,No,Straight Road
Madhya Pradesh,Unknown,2020,March,Saturday,12:40,Minor,5,Car,0,4,Stormy,Village Road,Dry,Dusk,Signs,49,18,Female,Valid,No,Intersection
Uttar Pradesh,Unknown,2019,September,Friday,23:16,Serious,1,Bus,6,3,Stormy,State Highway,Dry,Dark,,37,38,Female,,Yes,Bridge
Haryana,Ahmedabad,2023,April,Saturday,6:25,Minor,3,Car,1,3,Clear,Village Road,Dry,Dusk,Signals,117,43,Male,Expired,Yes,Straight Road
Odisha,Unknown,2019,February,Friday,9:19,Serious,5,Truck,0,1,Clear,State Highway,Wet,Dawn,Police Checkpost,107,50,Male,Expired,No,Curve
Gujarat,Unknown,2019,January,Friday,9:09,Serious,1,Two-Wheeler,6,4,Clear,National Highway,Dry,Daylight,Signals,108,65,Male,,No,Bridge
Tripura,Unknown,2020,July,Sunday,2:02,Minor,2,Cycle,1,0,Hazy,Village Road,Wet,Dusk,Police Checkpost,82,22,Male,,No,Curve
Uttar Pradesh,Unknown,2019,March,Monday,8:19,Serious,2,Cycle,6,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,94,58,Male,,No,Curve
Mizoram,Unknown,2019,November,Sunday,17:37,Serious,4,Truck,6,1,Stormy,Village Road,Under Construction,Daylight,Signs,57,57,Male,Valid,No,Intersection
Andhra Pradesh,Unknown,2020,April,Sunday,17:21,Fatal,5,Cycle,11,2,Hazy,State Highway,Under Construction,Dark,,81,56,Male,,No,Curve
Delhi,Unknown,2019,November,Saturday,23:22,Serious,2,Truck,8,2,Foggy,Urban Road,Dry,Dark,Signals,109,54,Female,Valid,Yes,Bridge
Tamil Nadu,Dwarka,2020,July,Saturday,2:38,Fatal,3,Car,0,5,Rainy,National Highway,Under Construction,Dusk,Signals,97,41,Male,,No,Intersection
Tripura,Unknown,2019,September,Tuesday,2:59,Serious,3,Car,0,2,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,62,40,Female,Valid,Yes,Bridge
Rajasthan,Vadodara,2019,December,Friday,13:06,Minor,4,Bus,3,2,Rainy,Village Road,Under Construction,Dark,Police Checkpost,121,29,Male,Expired,No,Straight Road
Meghalaya,Unknown,2020,December,Wednesday,12:36,Minor,1,Truck,2,4,Stormy,National Highway,Under Construction,Dusk,Signs,89,28,Male,Valid,No,Curve
Telangana,Unknown,2020,November,Monday,14:33,Minor,3,Cycle,7,0,Clear,Urban Road,Wet,Daylight,Signs,87,25,Male,,Yes,Intersection
Odisha,Unknown,2020,January,Monday,1:05,Serious,2,Two-Wheeler,8,5,Rainy,State Highway,Under Construction,Dark,Signals,61,30,Female,,No,Intersection
Delhi,Unknown,2019,November,Wednesday,12:52,Serious,1,Two-Wheeler,6,0,Stormy,National Highway,Under Construction,Daylight,Signs,85,39,Female,Valid,Yes,Intersection
Bihar,Unknown,2020,August,Friday,20:31,Serious,5,Truck,1,0,Rainy,State Highway,Under Construction,Daylight,Signals,49,68,Male,,Yes,Straight Road
Maharashtra,Unknown,2021,November,Thursday,15:25,Serious,2,Auto-Rickshaw,7,0,Foggy,State Highway,Damaged,Dawn,,99,33,Male,Expired,No,Straight Road
Tripura,Unknown,2020,October,Friday,10:59,Serious,4,Bus,0,3,Rainy,Village Road,Wet,Daylight,Signals,106,27,Female,,Yes,Curve
Mizoram,Unknown,2020,September,Wednesday,17:37,Serious,5,Cycle,7,5,Rainy,National Highway,Under Construction,Dusk,Signs,109,43,Female,Valid,No,Bridge
Chandigarh,Ahmedabad,2022,October,Tuesday,3:26,Minor,2,Cycle,11,3,Rainy,State Highway,Under Construction,Daylight,,91,50,Female,,No,Intersection
Madhya Pradesh,Unknown,2022,March,Tuesday,7:15,Serious,4,Truck,6,2,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,69,23,Male,,No,Curve
West Bengal,Unknown,2018,February,Thursday,4:41,Minor,4,Cycle,7,0,Rainy,National Highway,Wet,Dark,Signs,56,44,Male,,No,Curve
Tamil Nadu,Unknown,2023,October,Sunday,5:23,Minor,5,Bus,3,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,44,27,Male,Valid,Yes,Curve
Telangana,Unknown,2023,November,Monday,4:23,Serious,5,Truck,9,2,Rainy,Village Road,Under Construction,Daylight,,121,28,Male,Expired,No,Bridge
Uttarakhand,Jodhpur,2019,January,Saturday,4:04,Serious,4,Car,0,0,Hazy,Village Road,Under Construction,Daylight,Police Checkpost,114,53,Female,Expired,No,Curve
Jammu and Kashmir,Unknown,2020,November,Friday,14:29,Serious,2,Auto-Rickshaw,10,1,Hazy,State Highway,Under Construction,Dawn,Signs,45,59,Female,Expired,Yes,Curve
Gujarat,Varanasi,2020,March,Saturday,22:34,Fatal,4,Auto-Rickshaw,7,3,Rainy,Village Road,Under Construction,Dawn,Signals,111,45,Male,,Yes,Straight Road
Kerala,Rohini,2019,February,Tuesday,19:28,Minor,5,Cycle,9,0,Clear,Urban Road,Dry,Daylight,,110,35,Male,,Yes,Bridge
Haryana,Unknown,2021,October,Friday,10:31,Serious,4,Pedestrian,7,1,Hazy,National Highway,Dry,Dark,Signs,81,56,Female,,No,Bridge
Gujarat,Dwarka,2022,October,Friday,6:41,Minor,3,Car,6,4,Rainy,Village Road,Under Construction,Dark,Police Checkpost,82,47,Male,Expired,Yes,Curve
Punjab,Kanpur,2020,October,Sunday,21:53,Serious,4,Truck,7,0,Rainy,State Highway,Dry,Dark,Police Checkpost,59,47,Male,,Yes,Curve
Gujarat,Madurai,2019,March,Saturday,7:28,Serious,4,Bus,4,4,Rainy,Village Road,Wet,Daylight,Signs,69,51,Female,,No,Straight Road
Kerala,Unknown,2023,October,Tuesday,0:29,Fatal,2,Truck,3,3,Hazy,Village Road,Wet,Dusk,Signs,95,38,Male,Expired,No,Bridge
Maharashtra,Unknown,2022,November,Saturday,22:05,Minor,2,Cycle,1,2,Clear,State Highway,Dry,Daylight,Police Checkpost,87,31,Male,Valid,Yes,Intersection
Delhi,Bangalore,2022,November,Monday,10:31,Minor,4,Two-Wheeler,1,2,Stormy,National Highway,Dry,Dark,Signs,50,29,Female,Valid,No,Intersection
Kerala,Unknown,2023,April,Friday,6:32,Serious,4,Car,3,2,Stormy,Village Road,Damaged,Daylight,Signs,125,22,Female,Expired,No,Intersection
Kerala,Lucknow,2022,February,Sunday,3:03,Serious,4,Cycle,1,0,Hazy,Village Road,Damaged,Daylight,Signs,120,43,Male,,No,Straight Road
Chhattisgarh,Unknown,2019,November,Sunday,11:47,Minor,4,Truck,10,0,Stormy,Village Road,Dry,Daylight,Police Checkpost,64,43,Male,,Yes,Straight Road
Haryana,Jodhpur,2019,June,Saturday,6:12,Serious,5,Truck,6,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,57,35,Female,,No,Straight Road
Manipur,New Delhi,2019,July,Thursday,19:33,Serious,5,Car,3,1,Rainy,Village Road,Wet,Daylight,,58,47,Male,Valid,Yes,Bridge
Madhya Pradesh,Jodhpur,2020,July,Saturday,18:51,Serious,2,Bus,6,3,Stormy,Village Road,Damaged,Dark,Signals,90,40,Male,,Yes,Bridge
West Bengal,Unknown,2021,July,Friday,18:56,Minor,5,Two-Wheeler,9,3,Rainy,State Highway,Dry,Dusk,,86,28,Female,,No,Bridge
Maharashtra,Unknown,2019,February,Wednesday,19:06,Serious,5,Bus,2,0,Foggy,Urban Road,Wet,Daylight,Police Checkpost,104,61,Male,Expired,No,Intersection
Meghalaya,Varanasi,2022,February,Saturday,10:56,Serious,2,Cycle,6,1,Rainy,State Highway,Dry,Daylight,Police Checkpost,49,34,Male,Expired,Yes,Curve
Odisha,Pune,2022,July,Friday,16:04,Serious,5,Truck,3,3,Hazy,State Highway,Dry,Dark,Police Checkpost,114,44,Male,,No,Intersection
Arunachal Pradesh,Unknown,2019,July,Sunday,10:04,Serious,1,Two-Wheeler,6,0,Rainy,Village Road,Damaged,Daylight,Signs,111,43,Female,Expired,Yes,Straight Road
Chhattisgarh,New Delhi,2021,January,Wednesday,1:50,Serious,5,Truck,6,5,Hazy,State Highway,Damaged,Dark,Police Checkpost,84,41,Male,Expired,Yes,Intersection
Chandigarh,Unknown,2020,April,Friday,12:22,Fatal,2,Car,9,2,Clear,Village Road,Damaged,Daylight,Police Checkpost,32,32,Male,Expired,Yes,Straight Road
Telangana,Chennai,2019,August,Saturday,21:57,Serious,3,Truck,5,2,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,67,34,Female,Valid,No,Straight Road
Rajasthan,Kolkata,2021,January,Friday,3:33,Fatal,4,Cycle,3,0,Foggy,State Highway,Under Construction,Dark,Signs,90,71,Male,Valid,No,Curve
Meghalaya,Mumbai,2020,July,Sunday,9:30,Serious,4,Car,7,5,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,49,69,Male,Expired,No,Intersection
Chhattisgarh,Unknown,2020,November,Friday,5:20,Serious,4,Two-Wheeler,3,4,Rainy,Urban Road,Dry,Daylight,Signs,91,41,Male,Valid,No,Bridge
Odisha,Siliguri,2023,September,Sunday,5:34,Serious,4,Cycle,5,5,Hazy,Village Road,Dry,Dusk,Signs,103,72,Female,,Yes,Intersection
Nagaland,Unknown,2020,June,Tuesday,0:05,Serious,4,Truck,11,2,Stormy,National Highway,Under Construction,Daylight,Police Checkpost,116,50,Female,,Yes,Bridge
West Bengal,Unknown,2019,June,Sunday,13:09,Fatal,5,Two-Wheeler,6,4,Rainy,State Highway,Under Construction,Daylight,Signals,81,21,Female,Valid,Yes,Bridge
Mizoram,Unknown,2021,March,Saturday,23:41,Minor,4,Car,6,5,Hazy,National Highway,Under Construction,Dusk,Signs,107,52,Male,Expired,Yes,Intersection
Meghalaya,Udaipur,2020,October,Tuesday,3:58,Minor,4,Car,1,4,Rainy,State Highway,Damaged,Dark,Police Checkpost,125,29,Male,Valid,Yes,Intersection
Jharkhand,Unknown,2023,November,Friday,13:16,Fatal,2,Auto-Rickshaw,4,4,Rainy,Village Road,Dry,Daylight,Signs,88,44,Female,Valid,Yes,Intersection
Tripura,Mysore,2020,November,Friday,0:39,Fatal,2,Pedestrian,6,5,Hazy,Village Road,Damaged,Dark,,91,39,Male,,No,Intersection
Madhya Pradesh,Unknown,2022,April,Friday,0:25,Minor,1,Cycle,8,5,Rainy,State Highway,Damaged,Dark,Police Checkpost,82,23,Female,Expired,Yes,Straight Road
Kerala,Madurai,2019,July,Friday,2:35,Fatal,4,Pedestrian,6,1,Clear,National Highway,Damaged,Dark,,46,33,Female,Expired,Yes,Intersection
Tamil Nadu,Unknown,2019,December,Friday,13:48,Minor,5,Car,4,3,Rainy,National Highway,Wet,Daylight,Signs,105,58,Female,,Yes,Bridge
Delhi,Unknown,2022,October,Saturday,16:29,Minor,2,Car,7,1,Rainy,State Highway,Wet,Dusk,Police Checkpost,93,41,Male,Expired,No,Bridge
Tamil Nadu,Nagpur,2020,June,Friday,23:52,Fatal,2,Two-Wheeler,6,5,Foggy,State Highway,Under Construction,Dawn,,58,38,Male,Expired,Yes,Straight Road
Kerala,Unknown,2018,November,Friday,9:47,Serious,5,Pedestrian,4,2,Rainy,Village Road,Wet,Dawn,Signals,113,37,Male,Valid,No,Curve
Sikkim,Unknown,2022,July,Friday,8:52,Serious,3,Car,7,2,Stormy,Village Road,Damaged,Dusk,Signs,74,26,Male,Valid,Yes,Bridge
Andhra Pradesh,Mysore,2019,June,Friday,20:44,Serious,5,Pedestrian,5,0,Stormy,State Highway,Under Construction,Dusk,Signs,39,22,Male,,Yes,Bridge
Punjab,Unknown,2020,July,Sunday,8:53,Fatal,4,Pedestrian,5,0,Stormy,Village Road,Wet,Dark,,48,58,Male,Expired,No,Intersection
Gujarat,Coimbatore,2019,December,Tuesday,9:29,Serious,1,Truck,5,3,Clear,Village Road,Damaged,Daylight,Signs,114,55,Male,Expired,No,Intersection
Madhya Pradesh,Unknown,2023,November,Saturday,21:47,Minor,4,Truck,6,2,Rainy,State Highway,Wet,Dark,Signs,115,45,Female,Valid,Yes,Intersection
Rajasthan,Unknown,2020,December,Tuesday,2:30,Serious,4,Truck,5,2,Rainy,Village Road,Damaged,Dark,Signs,76,54,Male,,Yes,Bridge
Uttar Pradesh,Unknown,2019,February,Wednesday,22:19,Serious,4,Truck,3,2,Rainy,State Highway,Damaged,Dark,Signs,117,34,Male,Expired,Yes,Intersection
Punjab,Unknown,2019,January,Tuesday,19:23,Fatal,4,Car,5,2,Rainy,Urban Road,Damaged,Daylight,Signs,114,67,Male,Expired,No,Straight Road
Rajasthan,Unknown,2018,November,Saturday,0:49,Fatal,5,Truck,1,0,Stormy,National Highway,Under Construction,Dark,Signs,49,34,Male,,Yes,Straight Road
Manipur,Unknown,2023,November,Friday,11:03,Minor,1,Auto-Rickshaw,6,0,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,46,61,Female,,No,Straight Road
Chandigarh,Unknown,2023,November,Friday,9:44,Serious,1,Pedestrian,9,3,Clear,Urban Road,Under Construction,Dusk,Signs,108,60,Female,Expired,Yes,Straight Road
Jharkhand,Unknown,2023,July,Friday,3:59,Minor,5,Truck,8,0,Clear,State Highway,Wet,Dark,Police Checkpost,120,20,Female,Valid,No,Intersection
Punjab,Lucknow,2022,May,Saturday,2:12,Fatal,4,Bus,6,2,Rainy,State Highway,Under Construction,Dark,Signs,97,41,Male,Valid,Yes,Intersection
Telangana,Unknown,2019,June,Sunday,3:43,Fatal,5,Pedestrian,5,5,Stormy,Village Road,Under Construction,Dawn,Signs,93,62,Male,,No,Straight Road
Odisha,Unknown,2020,April,Wednesday,5:47,Fatal,5,Car,6,2,Clear,State Highway,Wet,Dusk,Police Checkpost,124,59,Female,Expired,No,Intersection
Punjab,Unknown,2019,November,Tuesday,2:46,Fatal,5,Car,3,1,Hazy,National Highway,Under Construction,Dawn,,99,22,Male,Expired,No,Bridge
Uttarakhand,Visakhapatnam,2019,July,Friday,22:24,Minor,1,Cycle,4,2,Hazy,National Highway,Dry,Daylight,Police Checkpost,34,39,Female,Valid,Yes,Intersection
Meghalaya,Unknown,2020,December,Thursday,8:30,Serious,4,Truck,7,2,Rainy,Village Road,Wet,Dark,Signs,84,24,Male,Valid,No,Curve
Manipur,Unknown,2019,October,Friday,12:28,Serious,3,Bus,0,1,Clear,Village Road,Under Construction,Daylight,Signals,37,59,Female,Valid,No,Curve
Tamil Nadu,Unknown,2021,November,Sunday,14:17,Minor,1,Cycle,6,5,Foggy,State Highway,Wet,Daylight,Signs,123,59,Male,Valid,No,Intersection
Maharashtra,Unknown,2023,January,Tuesday,4:07,Fatal,3,Bus,2,3,Foggy,Urban Road,Wet,Dawn,Signs,69,55,Male,Valid,No,Bridge
Rajasthan,Unknown,2019,January,Saturday,10:45,Minor,5,Truck,9,2,Clear,State Highway,Damaged,Daylight,Signs,74,46,Female,Valid,No,Bridge
Andhra Pradesh,Unknown,2019,March,Friday,2:36,Fatal,5,Two-Wheeler,6,2,Clear,State Highway,Dry,Dark,Signs,90,32,Male,Valid,No,Intersection
Punjab,Unknown,2023,October,Thursday,16:59,Minor,4,Truck,7,2,Rainy,Village Road,Under Construction,Daylight,Signs,39,50,Female,,Yes,Intersection
Maharashtra,Unknown,2019,May,Sunday,21:24,Minor,5,Cycle,2,1,Foggy,State Highway,Wet,Daylight,Signs,91,50,Female,,No,Intersection
Uttar Pradesh,Unknown,2022,October,Friday,10:49,Minor,2,Pedestrian,1,3,Rainy,National Highway,Damaged,Dark,,32,41,Male,,No,Curve
Rajasthan,Lucknow,2020,December,Sunday,21:53,Serious,4,Truck,7,1,Rainy,State Highway,Dry,Dark,Police Checkpost,47,70,Male,,No,Curve
Assam,Vijayawada,2022,May,Friday,23:22,Fatal,5,Truck,7,2,Rainy,State Highway,Damaged,Dusk,Signals,31,27,Male,Expired,Yes,Curve
Telangana,Varanasi,2019,July,Wednesday,7:12,Fatal,5,Auto-Rickshaw,10,0,Rainy,National Highway,Dry,Dusk,Signs,107,66,Male,Valid,Yes,Bridge
Haryana,Unknown,2022,February,Tuesday,4:39,Minor,4,Cycle,6,2,Foggy,State Highway,Damaged,Dark,Signs,48,29,Male,Expired,Yes,Intersection
Telangana,Mangalore,2019,January,Monday,1:49,Minor,5,Bus,6,0,Rainy,National Highway,Under Construction,Daylight,Signals,74,57,Female,,No,Bridge
Kerala,Lucknow,2020,October,Friday,1:18,Serious,2,Truck,6,3,Clear,State Highway,Wet,Dawn,Signs,105,63,Female,,Yes,Curve
Uttar Pradesh,Unknown,2022,March,Sunday,23:45,Serious,4,Truck,5,3,Clear,National Highway,Under Construction,Dusk,Police Checkpost,72,38,Male,Expired,No,Intersection
Gujarat,Pune,2022,November,Tuesday,5:53,Serious,4,Truck,10,2,Clear,State Highway,Under Construction,Daylight,Police Checkpost,38,29,Male,Expired,Yes,Straight Road
Chhattisgarh,Unknown,2021,April,Saturday,3:10,Fatal,2,Car,7,1,Foggy,National Highway,Under Construction,Dusk,Signs,49,41,Female,,Yes,Bridge
Nagaland,Unknown,2020,October,Friday,12:16,Minor,4,Cycle,11,5,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,97,38,Female,Valid,No,Curve
Chhattisgarh,Unknown,2023,December,Friday,4:51,Fatal,2,Cycle,2,3,Clear,State Highway,Dry,Dark,Signs,111,41,Male,Valid,No,Intersection
Gujarat,Unknown,2022,June,Sunday,3:06,Serious,2,Truck,0,0,Foggy,State Highway,Dry,Dusk,,36,57,Male,,No,Bridge
West Bengal,Unknown,2020,October,Saturday,20:05,Serious,4,Car,8,2,Stormy,Village Road,Under Construction,Daylight,Signs,64,53,Male,Valid,No,Intersection
Assam,Unknown,2019,December,Wednesday,17:45,Fatal,4,Car,7,2,Rainy,State Highway,Damaged,Dark,Signals,38,53,Female,,No,Bridge
Madhya Pradesh,Unknown,2020,January,Monday,0:43,Serious,4,Bus,6,2,Clear,Village Road,Under Construction,Daylight,Signals,47,39,Male,Valid,Yes,Straight Road
Tripura,Unknown,2020,January,Friday,13:17,Minor,1,Car,6,2,Rainy,State Highway,Wet,Dark,Signs,94,48,Female,Valid,Yes,Bridge
Kerala,Mangalore,2020,March,Sunday,1:20,Fatal,5,Car,7,2,Hazy,Village Road,Damaged,Dark,Signs,43,61,Female,Valid,No,Straight Road
Rajasthan,Lucknow,2023,November,Thursday,7:15,Serious,1,Car,1,5,Clear,National Highway,Dry,Dusk,Police Checkpost,44,33,Male,,No,Bridge
Andhra Pradesh,Dwarka,2023,January,Sunday,15:49,Minor,4,Car,8,3,Foggy,National Highway,Damaged,Daylight,Signals,120,56,Female,Expired,No,Straight Road
Maharashtra,Unknown,2020,March,Sunday,14:05,Minor,5,Truck,5,0,Stormy,Village Road,Dry,Dusk,Signs,48,59,Male,,Yes,Intersection
Telangana,Unknown,2018,October,Tuesday,14:18,Serious,4,Cycle,1,4,Foggy,Urban Road,Damaged,Dawn,Signs,115,17,Male,,No,Intersection
Kerala,Unknown,2019,May,Saturday,21:07,Fatal,2,Truck,6,2,Stormy,State Highway,Dry,Dusk,Signals,114,54,Male,,Yes,Intersection
Kerala,Unknown,2023,July,Monday,7:47,Minor,4,Auto-Rickshaw,7,2,Foggy,Urban Road,Wet,Daylight,Signs,99,46,Female,Expired,No,Intersection
Haryana,Unknown,2020,October,Friday,12:09,Fatal,2,Car,7,4,Clear,National Highway,Wet,Daylight,Signals,107,53,Female,,No,Bridge
Uttar Pradesh,Unknown,2023,January,Friday,13:37,Serious,4,Two-Wheeler,7,4,Hazy,State Highway,Wet,Dusk,Signs,53,54,Male,Expired,Yes,Straight Road
Bihar,Ahmedabad,2020,October,Friday,5:00,Serious,3,Bus,6,2,Hazy,State Highway,Damaged,Dark,Signs,108,44,Female,,Yes,Curve
Meghalaya,Unknown,2020,August,Saturday,12:46,Serious,4,Two-Wheeler,9,2,Rainy,State Highway,Under Construction,Daylight,Signals,49,50,Male,,Yes,Straight Road
Goa,Unknown,2018,January,Tuesday,17:14,Minor,1,Car,10,1,Foggy,Village Road,Damaged,Daylight,Signs,41,72,Female,Expired,No,Straight Road
Assam,Unknown,2020,May,Saturday,10:00,Fatal,4,Car,4,2,Stormy,State Highway,Under Construction,Daylight,Police Checkpost,76,51,Male,,No,Straight Road
Puducherry,Lucknow,2022,March,Friday,1:34,Minor,1,Truck,8,1,Foggy,State Highway,Under Construction,Daylight,Police Checkpost,122,25,Male,,Yes,Straight Road
Andhra Pradesh,Lucknow,2020,May,Friday,21:05,Fatal,4,Car,6,3,Stormy,Village Road,Under Construction,Dawn,Signs,53,39,Male,,Yes,Bridge
Kerala,Nagpur,2023,May,Thursday,13:00,Serious,5,Pedestrian,5,0,Rainy,Village Road,Damaged,Dusk,Signals,51,45,Female,Valid,Yes,Curve
Uttarakhand,Unknown,2023,March,Friday,19:30,Serious,2,Cycle,2,2,Clear,State Highway,Damaged,Daylight,,44,31,Female,,Yes,Curve
Jammu and Kashmir,Unknown,2018,April,Thursday,10:28,Serious,4,Cycle,7,4,Stormy,Village Road,Wet,Daylight,Signs,32,53,Male,Expired,No,Curve
Maharashtra,Udaipur,2019,April,Tuesday,9:18,Fatal,3,Car,9,3,Rainy,Village Road,Damaged,Daylight,Signs,112,49,Female,Valid,Yes,Bridge
Kerala,Unknown,2021,October,Tuesday,12:02,Minor,2,Truck,1,2,Rainy,State Highway,Under Construction,Dusk,Signals,92,41,Female,Valid,No,Bridge
Haryana,Unknown,2019,January,Friday,6:57,Fatal,4,Two-Wheeler,10,5,Hazy,State Highway,Under Construction,Dawn,Police Checkpost,108,29,Female,Expired,No,Intersection
Delhi,Unknown,2022,November,Saturday,0:39,Serious,2,Cycle,8,5,Hazy,National Highway,Dry,Daylight,Signs,84,65,Male,,Yes,Intersection
Sikkim,Lucknow,2020,October,Thursday,10:57,Fatal,2,Auto-Rickshaw,3,0,Hazy,State Highway,Wet,Dark,Signs,113,53,Male,Valid,Yes,Intersection
Himachal Pradesh,Unknown,2022,November,Sunday,20:50,Fatal,4,Car,9,5,Stormy,National Highway,Damaged,Daylight,Police Checkpost,38,52,Male,,No,Bridge
Kerala,Surat,2021,June,Saturday,23:39,Fatal,3,Truck,5,1,Stormy,Village Road,Dry,Dark,,98,49,Male,Valid,Yes,Straight Road
Delhi,Siliguri,2022,April,Wednesday,23:01,Minor,4,Two-Wheeler,8,3,Hazy,State Highway,Damaged,Dark,Signs,122,56,Male,,No,Bridge
Chhattisgarh,Dwarka,2018,September,Sunday,11:28,Fatal,5,Car,9,4,Rainy,National Highway,Dry,Daylight,Signs,108,47,Male,Expired,Yes,Intersection
Chandigarh,Unknown,2023,December,Tuesday,18:00,Fatal,5,Bus,6,2,Rainy,State Highway,Under Construction,Daylight,Signs,47,46,Female,Expired,Yes,Intersection
Jammu and Kashmir,Varanasi,2018,November,Monday,10:54,Minor,4,Cycle,6,3,Clear,State Highway,Dry,Dawn,Signals,26,27,Male,Expired,No,Intersection
Kerala,Udaipur,2021,October,Sunday,7:47,Minor,4,Cycle,3,0,Rainy,National Highway,Damaged,Daylight,Signs,37,60,Female,Valid,No,Straight Road
Telangana,Unknown,2023,July,Saturday,18:51,Serious,4,Car,6,2,Clear,State Highway,Dry,Dusk,Signals,114,49,Male,Valid,No,Straight Road
Nagaland,Vadodara,2021,February,Tuesday,10:04,Minor,5,Car,1,2,Rainy,National Highway,Wet,Dark,Signals,44,49,Male,Valid,No,Intersection
Goa,Unknown,2020,September,Tuesday,14:20,Serious,5,Auto-Rickshaw,8,2,Rainy,State Highway,Under Construction,Dark,Signs,43,53,Female,Valid,No,Bridge
Bihar,Chennai,2019,January,Thursday,22:57,Fatal,4,Bus,4,5,Rainy,Urban Road,Wet,Dark,Signals,103,29,Male,,Yes,Straight Road
Delhi,Dwarka,2019,April,Saturday,10:15,Minor,5,Car,2,2,Clear,Village Road,Damaged,Daylight,Signs,115,41,Female,Valid,No,Bridge
Goa,Unknown,2020,June,Friday,17:00,Serious,4,Car,9,5,Clear,Village Road,Under Construction,Daylight,Police Checkpost,74,32,Female,,No,Curve
Uttar Pradesh,Unknown,2020,October,Sunday,20:55,Serious,5,Auto-Rickshaw,6,2,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,118,31,Male,,No,Intersection
